unique.id,time.sampled,elapsed.time.hrs
stn2-d4-xyl-3-t1,4/1/13 23:55,120.4333333
stn2-d4-xyl-3-t2,4/8/13 23:20,287.85
stn2-d4-xyl-3-t3,4/17/13 23:09,503.6666667
stn2-d4-xyl-x-t0,3/27/13 23:29,0
stn2-d4-xyl-x-t1,4/1/13 23:55,120.4333333
stn2-d4-xyl-x-t2,4/8/13 23:20,287.85
stn2-d4-xyl-x-t3,4/17/13 23:09,503.6666667
stn2-d5-fuc-1-t0,3/27/13 23:40,0
stn2-d5-fuc-1-t1,4/2/13 0:05,120.4166667
stn2-d5-fuc-1-t2,4/8/13 23:40,288
stn2-d5-fuc-1-t3,4/17/13 23:22,503.7
stn2-d5-fuc-2-t0,3/27/13 23:40,0
stn2-d5-fuc-2-t1,4/2/13 0:05,120.4166667
stn2-d5-fuc-2-t2,4/8/13 23:40,288
stn2-d5-fuc-2-t3,4/17/13 23:22,503.7
stn2-d5-fuc-3-t0,3/27/13 23:40,0
stn2-d5-fuc-3-t1,4/2/13 0:05,120.4166667
stn2-d5-fuc-3-t2,4/8/13 23:40,288
stn2-d5-fuc-3-t3,4/17/13 23:22,503.7
stn2-d5-fuc-x-t0,3/27/13 23:40,0
stn2-d5-fuc-x-t1,4/2/13 0:05,120.4166667
stn2-d5-fuc-x-t2,4/8/13 23:40,288
stn2-d5-fuc-x-t3,4/17/13 23:22,503.7
stn2-d5-ara-1-t0,3/27/13 23:40,0
stn2-d5-ara-1-t1,4/2/13 0:05,120.4166667
stn2-d5-ara-1-t2,3/27/13 23:40,0
stn2-d5-ara-1-t3,4/2/13 0:05,120.4166667
stn2-d5-ara-2-t0,4/8/13 23:40,0
stn2-d5-ara-2-t1,4/17/13 23:22,215.7
stn2-d5-ara-2-t2,3/27/13 23:40,-288
stn2-d5-ara-2-t3,4/2/13 0:05,-167.5833333
stn2-d5-ara-3-t0,4/8/13 23:40,0
stn2-d5-ara-3-t1,4/17/13 23:22,215.7
stn2-d5-ara-3-t2,3/27/13 23:40,-288
stn2-d5-ara-3-t3,4/2/13 0:05,-167.5833333
stn2-d5-ara-x-t0,4/8/13 23:40,0
stn2-d5-ara-x-t1,4/17/13 23:22,215.7
stn2-d5-ara-x-t2,3/27/13 23:40,-288
stn2-d5-ara-x-t3,4/2/13 0:05,-167.5833333
stn2-d5-chon-1-t0,3/27/13 23:40,0
stn2-d5-chon-1-t1,4/2/13 0:05,120.4166667
stn2-d5-chon-1-t2,4/8/13 23:40,288
stn2-d5-chon-1-t3,4/17/13 23:22,503.7
stn2-d5-chon-2-t0,3/27/13 23:40,0
stn2-d5-chon-2-t1,4/2/13 0:05,120.4166667
stn2-d5-chon-2-t2,4/8/13 23:40,288
stn2-d5-chon-2-t3,4/17/13 23:22,503.7
stn2-d5-chon-3-t0,3/27/13 23:40,0
stn2-d5-chon-3-t1,4/2/13 0:05,120.4166667
stn2-d5-chon-3-t2,4/8/13 23:40,288
stn2-d5-chon-3-t3,4/17/13 23:22,503.7
stn2-d5-chon-x-t0,3/27/13 23:40,0
stn2-d5-chon-x-t1,4/2/13 0:05,120.4166667
stn2-d5-chon-x-t2,3/27/13 23:40,0
stn2-d5-chon-x-t3,4/2/13 0:05,120.4166667
stn2-d5-lam-1-t0,4/8/13 23:40,0
stn2-d5-lam-1-t1,4/17/13 23:22,215.7
stn2-d5-lam-1-t2,3/27/13 23:40,-288
stn2-d5-lam-1-t3,4/2/13 0:05,-167.5833333
stn2-d5-lam-2-t0,4/8/13 23:40,0
stn2-d5-lam-2-t1,4/17/13 23:22,215.7
stn2-d5-lam-2-t2,3/27/13 23:40,-288
stn2-d5-lam-2-t3,4/2/13 0:05,-167.5833333
stn2-d5-lam-3-t0,4/8/13 23:40,0
stn2-d5-lam-3-t1,4/17/13 23:22,215.7
stn2-d5-lam-3-t2,3/27/13 23:40,-288
stn2-d5-lam-3-t3,4/2/13 0:05,-167.5833333
stn2-d5-lam-x-t0,3/27/13 23:40,0
stn2-d5-lam-x-t1,4/2/13 0:05,120.4166667
stn2-d5-lam-x-t2,4/8/13 23:40,288
stn2-d5-lam-x-t3,4/17/13 23:22,503.7
stn2-d5-pul-1-t0,3/27/13 23:40,0
stn2-d5-pul-1-t1,4/2/13 0:05,120.4166667
stn2-d5-pul-1-t2,4/8/13 23:40,288
stn2-d5-pul-1-t3,4/17/13 23:22,503.7
stn2-d5-pul-2-t0,3/27/13 23:40,0
stn2-d5-pul-2-t1,4/2/13 0:05,120.4166667
stn2-d5-pul-2-t2,4/8/13 23:40,288
stn2-d5-pul-2-t3,4/17/13 23:22,503.7
stn2-d5-pul-3-t0,3/27/13 23:40,0
stn2-d5-pul-3-t1,4/2/13 0:05,120.4166667
stn2-d5-pul-3-t2,3/27/13 23:40,0
stn2-d5-pul-3-t3,4/2/13 0:05,120.4166667
stn2-d5-pul-x-t0,4/8/13 23:40,0
stn2-d5-pul-x-t1,4/17/13 23:22,215.7
stn2-d5-pul-x-t2,3/27/13 23:40,-288
stn2-d5-pul-x-t3,4/2/13 0:05,-167.5833333
stn2-d5-xyl-1-t0,4/8/13 23:40,0
stn2-d5-xyl-1-t1,4/17/13 23:22,215.7
stn2-d5-xyl-1-t2,3/27/13 23:40,-288
stn2-d5-xyl-1-t3,4/2/13 0:05,-167.5833333
stn2-d5-xyl-2-t0,4/8/13 23:40,0
stn2-d5-xyl-2-t1,4/17/13 23:22,215.7
stn2-d5-xyl-2-t2,3/27/13 23:40,-288
stn2-d5-xyl-2-t3,4/2/13 0:05,-167.5833333
stn2-d5-xyl-3-t0,3/27/13 23:40,0
stn2-d5-xyl-3-t1,4/2/13 0:05,120.4166667
stn2-d5-xyl-3-t2,4/8/13 23:40,288
stn2-d5-xyl-3-t3,4/17/13 23:22,503.7
stn2-d5-xyl-x-t0,3/27/13 23:40,0
stn2-d5-xyl-x-t1,4/2/13 0:05,120.4166667
stn2-d5-xyl-x-t2,4/8/13 23:40,288
stn2-d5-xyl-x-t3,4/17/13 23:22,503.7
stn4-d0-fuc-1-t0,4/1/13 18:08,0
stn4-d0-fuc-1-t1,4/6/13 21:10,123.0333333
stn4-d0-fuc-1-t2,4/13/13 21:22,291.2333333
stn4-d0-fuc-1-t3,4/22/13 21:23,507.25
stn4-d0-fuc-2-t0,4/1/13 18:08,0
stn4-d0-fuc-2-t1,4/6/13 21:10,123.0333333
stn4-d0-fuc-2-t2,4/13/13 21:22,291.2333333
stn4-d0-fuc-2-t3,4/22/13 21:23,507.25
stn4-d0-fuc-3-t0,4/1/13 18:08,0
stn4-d0-fuc-3-t1,4/6/13 21:10,123.0333333
stn4-d0-fuc-3-t2,4/13/13 21:22,291.2333333
stn4-d0-fuc-3-t3,4/22/13 21:23,507.25
stn4-d0-fuc-x-t0,4/1/13 18:08,0
stn4-d0-fuc-x-t1,4/6/13 21:10,123.0333333
stn4-d0-fuc-x-t2,4/13/13 21:22,291.2333333
stn4-d0-fuc-x-t3,4/22/13 21:23,507.25
stn4-d0-ara-1-t0,4/1/13 18:08,0
stn4-d0-ara-1-t1,4/6/13 21:10,123.0333333
stn4-d0-ara-1-t2,4/13/13 21:22,291.2333333
stn4-d0-ara-1-t3,4/22/13 21:23,507.25
stn4-d0-ara-2-t0,4/1/13 18:08,0
stn4-d0-ara-2-t1,4/6/13 21:10,123.0333333
stn4-d0-ara-2-t2,4/13/13 21:22,291.2333333
stn4-d0-ara-2-t3,4/22/13 21:23,507.25
stn4-d0-ara-3-t0,4/1/13 18:08,0
stn4-d0-ara-3-t1,4/6/13 21:10,123.0333333
stn4-d0-ara-3-t2,4/13/13 21:22,291.2333333
stn4-d0-ara-3-t3,4/22/13 21:23,507.25
stn4-d0-ara-x-t0,4/1/13 18:08,0
stn4-d0-ara-x-t1,4/6/13 21:10,123.0333333
stn4-d0-ara-x-t2,4/13/13 21:22,291.2333333
stn4-d0-ara-x-t3,4/22/13 21:23,507.25
stn4-d0-chon-1-t0,4/1/13 18:08,0
stn4-d0-chon-1-t1,4/6/13 21:10,123.0333333
stn4-d0-chon-1-t2,4/13/13 21:22,291.2333333
stn4-d0-chon-1-t3,4/22/13 21:23,507.25
stn4-d0-chon-2-t0,4/1/13 18:08,0
stn4-d0-chon-2-t1,4/6/13 21:10,123.0333333
stn4-d0-chon-2-t2,4/13/13 21:22,291.2333333
stn4-d0-chon-2-t3,4/22/13 21:23,507.25
stn4-d0-chon-3-t0,4/1/13 18:08,0
stn4-d0-chon-3-t1,4/6/13 21:10,123.0333333
stn4-d0-chon-3-t2,4/13/13 21:22,291.2333333
stn4-d0-chon-3-t3,4/22/13 21:23,507.25
stn4-d0-chon-x-t0,4/1/13 18:08,0
stn4-d0-chon-x-t1,4/6/13 21:10,123.0333333
stn4-d0-chon-x-t2,4/13/13 21:22,291.2333333
stn4-d0-chon-x-t3,4/22/13 21:23,507.25
stn4-d0-lam-1-t0,4/1/13 18:08,0
stn4-d0-lam-1-t1,4/6/13 21:10,123.0333333
stn4-d0-lam-1-t2,4/13/13 21:22,291.2333333
stn4-d0-lam-1-t3,4/22/13 21:23,507.25
stn4-d0-lam-2-t0,4/1/13 18:08,0
stn4-d0-lam-2-t1,4/6/13 21:10,123.0333333
stn4-d0-lam-2-t2,4/13/13 21:22,291.2333333
stn4-d0-lam-2-t3,4/22/13 21:23,507.25
stn4-d0-lam-3-t0,4/1/13 18:08,0
stn4-d0-lam-3-t1,4/6/13 21:10,123.0333333
stn4-d0-lam-3-t2,4/13/13 21:22,291.2333333
stn4-d0-lam-3-t3,4/22/13 21:23,507.25
stn4-d0-lam-x-t0,4/1/13 18:08,0
stn4-d0-lam-x-t1,4/6/13 21:10,123.0333333
stn4-d0-lam-x-t2,4/13/13 21:22,291.2333333
stn4-d0-lam-x-t3,4/22/13 21:23,507.25
stn4-d0-pul-1-t0,4/1/13 18:08,0
stn4-d0-pul-1-t1,4/6/13 21:10,123.0333333
stn4-d0-pul-1-t2,4/13/13 21:22,291.2333333
stn4-d0-pul-1-t3,4/22/13 21:23,507.25
stn4-d0-pul-2-t0,4/1/13 18:08,0
stn4-d0-pul-2-t1,4/6/13 21:10,123.0333333
stn4-d0-pul-2-t2,4/13/13 21:22,291.2333333
stn4-d0-pul-2-t3,4/22/13 21:23,507.25
stn4-d0-pul-3-t0,4/1/13 18:08,0
stn4-d0-pul-3-t1,4/6/13 21:10,123.0333333
stn4-d0-pul-3-t2,4/13/13 21:22,291.2333333
stn4-d0-pul-3-t3,4/22/13 21:23,507.25
stn4-d0-pul-x-t0,4/1/13 18:08,0
stn4-d0-pul-x-t1,4/6/13 21:10,123.0333333
stn4-d0-pul-x-t2,4/13/13 21:22,291.2333333
stn4-d0-pul-x-t3,4/22/13 21:23,507.25
stn4-d0-xyl-1-t0,4/1/13 18:08,0
stn4-d0-xyl-1-t1,4/6/13 21:10,123.0333333
stn4-d0-xyl-1-t2,4/13/13 21:22,291.2333333
stn4-d0-xyl-1-t3,4/22/13 21:23,507.25
stn4-d0-xyl-2-t0,4/1/13 18:08,0
stn4-d0-xyl-2-t1,4/6/13 21:10,123.0333333
stn4-d0-xyl-2-t2,4/13/13 21:22,291.2333333
stn4-d0-xyl-2-t3,4/22/13 21:23,507.25
stn4-d0-xyl-3-t0,4/1/13 18:08,0
stn4-d0-xyl-3-t1,4/6/13 21:10,123.0333333
stn4-d0-xyl-3-t2,4/13/13 21:22,291.2333333
stn4-d0-xyl-3-t3,4/22/13 21:23,507.25
stn4-d0-xyl-x-t0,4/1/13 18:08,0
stn4-d0-xyl-x-t1,4/6/13 21:10,123.0333333
stn4-d0-xyl-x-t2,4/13/13 21:22,291.2333333
stn4-d0-xyl-x-t3,4/22/13 21:23,507.25
stn4-d1-fuc-1-t0,4/1/13 19:09,0
stn4-d1-fuc-1-t1,4/6/13 21:26,122.2833333
stn4-d1-fuc-1-t2,4/13/13 21:45,290.6
stn4-d1-fuc-1-t3,4/22/13 21:42,506.55
stn4-d1-fuc-2-t0,4/1/13 19:09,0
stn4-d1-fuc-2-t1,4/6/13 21:26,122.2833333
stn4-d1-fuc-2-t2,4/13/13 21:45,290.6
stn4-d1-fuc-2-t3,4/22/13 21:42,506.55
stn4-d1-fuc-3-t0,4/1/13 19:09,0
stn4-d1-fuc-3-t1,4/6/13 21:26,122.2833333
stn4-d1-fuc-3-t2,4/13/13 21:45,290.6
stn4-d1-fuc-3-t3,4/22/13 21:42,506.55
stn4-d1-fuc-x-t0,4/1/13 19:09,0
stn4-d1-fuc-x-t1,4/6/13 21:26,122.2833333
stn4-d1-fuc-x-t2,4/13/13 21:45,290.6
stn4-d1-fuc-x-t3,4/22/13 21:42,506.55
stn4-d1-ara-1-t0,4/1/13 19:09,0
stn4-d1-ara-1-t1,4/6/13 21:26,122.2833333
stn4-d1-ara-1-t2,4/13/13 21:45,290.6
stn4-d1-ara-1-t3,4/22/13 21:42,506.55
stn4-d1-ara-2-t0,4/1/13 19:09,0
stn4-d1-ara-2-t1,4/6/13 21:26,122.2833333
stn4-d1-ara-2-t2,4/13/13 21:45,290.6
stn4-d1-ara-2-t3,4/22/13 21:42,506.55
stn4-d1-ara-3-t0,4/1/13 19:09,0
stn4-d1-ara-3-t1,4/6/13 21:26,122.2833333
stn4-d1-ara-3-t2,4/13/13 21:45,290.6
stn4-d1-ara-3-t3,4/22/13 21:42,506.55
stn4-d1-ara-x-t0,4/1/13 19:09,0
stn4-d1-ara-x-t1,4/6/13 21:26,122.2833333
stn4-d1-ara-x-t2,4/13/13 21:45,290.6
stn4-d1-ara-x-t3,4/22/13 21:42,506.55
stn4-d1-chon-1-t0,4/1/13 19:09,0
stn4-d1-chon-1-t1,4/6/13 21:26,122.2833333
stn4-d1-chon-1-t2,4/13/13 21:45,290.6
stn4-d1-chon-1-t3,4/22/13 21:42,506.55
stn4-d1-chon-2-t0,4/1/13 19:09,0
stn4-d1-chon-2-t1,4/6/13 21:26,122.2833333
stn4-d1-chon-2-t2,4/13/13 21:45,290.6
stn4-d1-chon-2-t3,4/22/13 21:42,506.55
stn4-d1-chon-3-t0,4/1/13 19:09,0
stn4-d1-chon-3-t1,4/6/13 21:26,122.2833333
stn4-d1-chon-3-t2,4/13/13 21:45,290.6
stn4-d1-chon-3-t3,4/22/13 21:42,506.55
stn4-d1-chon-x-t0,4/1/13 19:09,0
stn4-d1-chon-x-t1,4/6/13 21:26,122.2833333
stn4-d1-chon-x-t2,4/13/13 21:45,290.6
stn4-d1-chon-x-t3,4/22/13 21:42,506.55
stn4-d1-lam-1-t0,4/1/13 19:09,0
stn4-d1-lam-1-t1,4/6/13 21:26,122.2833333
stn4-d1-lam-1-t2,4/13/13 21:45,290.6
stn4-d1-lam-1-t3,4/22/13 21:42,506.55
stn4-d1-lam-2-t0,4/1/13 19:09,0
stn4-d1-lam-2-t1,4/6/13 21:26,122.2833333
stn4-d1-lam-2-t2,4/13/13 21:45,290.6
stn4-d1-lam-2-t3,4/22/13 21:42,506.55
stn4-d1-lam-3-t0,4/1/13 19:09,0
stn4-d1-lam-3-t1,4/6/13 21:26,122.2833333
stn4-d1-lam-3-t2,4/13/13 21:45,290.6
stn4-d1-lam-3-t3,4/22/13 21:42,506.55
stn4-d1-lam-x-t0,4/1/13 19:09,0
stn4-d1-lam-x-t1,4/6/13 21:26,122.2833333
stn4-d1-lam-x-t2,4/13/13 21:45,290.6
stn4-d1-lam-x-t3,4/22/13 21:42,506.55
stn4-d1-pul-1-t0,4/1/13 19:09,0
stn4-d1-pul-1-t1,4/6/13 21:26,122.2833333
stn4-d1-pul-1-t2,4/13/13 21:45,290.6
stn4-d1-pul-1-t3,4/22/13 21:42,506.55
stn4-d1-pul-2-t0,4/1/13 19:09,0
stn4-d1-pul-2-t1,4/6/13 21:26,122.2833333
stn4-d1-pul-2-t2,4/13/13 21:45,290.6
stn4-d1-pul-2-t3,4/22/13 21:42,506.55
stn4-d1-pul-3-t0,4/1/13 19:09,0
stn4-d1-pul-3-t1,4/6/13 21:26,122.2833333
stn4-d1-pul-3-t2,4/13/13 21:45,290.6
stn4-d1-pul-3-t3,4/22/13 21:42,506.55
stn4-d1-pul-x-t0,4/1/13 19:09,0
stn4-d1-pul-x-t1,4/6/13 21:26,122.2833333
stn4-d1-pul-x-t2,4/13/13 21:45,290.6
stn4-d1-pul-x-t3,4/22/13 21:42,506.55
stn4-d1-xyl-1-t0,4/1/13 19:09,0
stn4-d1-xyl-1-t1,4/6/13 21:26,122.2833333
stn4-d1-xyl-1-t2,4/13/13 21:45,290.6
stn4-d1-xyl-1-t3,4/22/13 21:42,506.55
stn4-d1-xyl-2-t0,4/1/13 19:09,0
stn4-d1-xyl-2-t1,4/6/13 21:26,122.2833333
stn4-d1-xyl-2-t2,4/13/13 21:45,290.6
stn4-d1-xyl-2-t3,4/22/13 21:42,506.55
stn4-d1-xyl-3-t0,4/1/13 19:09,0
stn4-d1-xyl-3-t1,4/6/13 21:26,122.2833333
stn4-d1-xyl-3-t2,4/13/13 21:45,290.6
stn4-d1-xyl-3-t3,4/22/13 21:42,506.55
stn4-d1-xyl-x-t0,4/1/13 19:09,0
stn4-d1-xyl-x-t1,4/6/13 21:26,122.2833333
stn4-d1-xyl-x-t2,4/13/13 21:45,290.6
stn4-d1-xyl-x-t3,4/22/13 21:42,506.55
stn4-d2-fuc-1-t0,4/1/13 20:15,0
stn4-d2-fuc-1-t1,4/6/13 21:42,121.45
stn4-d2-fuc-1-t2,4/13/13 22:04,289.8166667
stn4-d2-fuc-1-t3,4/22/13 21:58,505.7166667
stn4-d2-fuc-2-t0,4/1/13 20:15,0
stn4-d2-fuc-2-t1,4/6/13 21:42,121.45
stn4-d2-fuc-2-t2,4/13/13 22:04,289.8166667
stn4-d2-fuc-2-t3,4/22/13 21:58,505.7166667
stn4-d2-fuc-3-t0,4/1/13 20:15,0
stn4-d2-fuc-3-t1,4/6/13 21:42,121.45
stn4-d2-fuc-3-t2,4/13/13 22:04,289.8166667
stn4-d2-fuc-3-t3,4/22/13 21:58,505.7166667
stn4-d2-fuc-x-t0,4/1/13 20:15,0
stn4-d2-fuc-x-t1,4/6/13 21:42,121.45
stn4-d2-fuc-x-t2,4/13/13 22:04,289.8166667
stn4-d2-fuc-x-t3,4/22/13 21:58,505.7166667
stn4-d2-ara-1-t0,4/1/13 20:15,0
stn4-d2-ara-1-t1,4/6/13 21:42,121.45
stn4-d2-ara-1-t2,4/13/13 22:04,289.8166667
stn4-d2-ara-1-t3,4/22/13 21:58,505.7166667
stn4-d2-ara-2-t0,4/1/13 20:15,0
stn4-d2-ara-2-t1,4/6/13 21:42,121.45
stn4-d2-ara-2-t2,4/13/13 22:04,289.8166667
stn4-d2-ara-2-t3,4/22/13 21:58,505.7166667
stn4-d2-ara-3-t0,4/1/13 20:15,0
stn4-d2-ara-3-t1,4/6/13 21:42,121.45
stn4-d2-ara-3-t2,4/13/13 22:04,289.8166667
stn4-d2-ara-3-t3,4/22/13 21:58,505.7166667
stn4-d2-ara-x-t0,4/1/13 20:15,0
stn4-d2-ara-x-t1,4/6/13 21:42,121.45
stn4-d2-ara-x-t2,4/13/13 22:04,289.8166667
stn4-d2-ara-x-t3,4/22/13 21:58,505.7166667
stn4-d2-chon-1-t0,4/1/13 20:15,0
stn4-d2-chon-1-t1,4/6/13 21:42,121.45
stn4-d2-chon-1-t2,4/13/13 22:04,289.8166667
stn4-d2-chon-1-t3,4/22/13 21:58,505.7166667
stn4-d2-chon-2-t0,4/1/13 20:15,0
stn4-d2-chon-2-t1,4/6/13 21:42,121.45
stn4-d2-chon-2-t2,4/13/13 22:04,289.8166667
stn4-d2-chon-2-t3,4/22/13 21:58,505.7166667
stn4-d2-chon-3-t0,4/1/13 20:15,0
stn4-d2-chon-3-t1,4/6/13 21:42,121.45
stn4-d2-chon-3-t2,4/13/13 22:04,289.8166667
stn4-d2-chon-3-t3,4/22/13 21:58,505.7166667
stn4-d2-chon-x-t0,4/1/13 20:15,0
stn4-d2-chon-x-t1,4/6/13 21:42,121.45
stn4-d2-chon-x-t2,4/13/13 22:04,289.8166667
stn4-d2-chon-x-t3,4/22/13 21:58,505.7166667
stn4-d2-lam-1-t0,4/1/13 20:15,0
stn4-d2-lam-1-t1,4/6/13 21:42,121.45
stn4-d2-lam-1-t2,4/13/13 22:04,289.8166667
stn4-d2-lam-1-t3,4/22/13 21:58,505.7166667
stn4-d2-lam-2-t0,4/1/13 20:15,0
stn4-d2-lam-2-t1,4/6/13 21:42,121.45
stn4-d2-lam-2-t2,4/13/13 22:04,289.8166667
stn4-d2-lam-2-t3,4/22/13 21:58,505.7166667
stn4-d2-lam-3-t0,4/1/13 20:15,0
stn4-d2-lam-3-t1,4/6/13 21:42,121.45
stn4-d2-lam-3-t2,4/13/13 22:04,289.8166667
stn4-d2-lam-3-t3,4/22/13 21:58,505.7166667
stn4-d2-lam-x-t0,4/1/13 20:15,0
stn4-d2-lam-x-t1,4/6/13 21:42,121.45
stn4-d2-lam-x-t2,4/13/13 22:04,289.8166667
stn4-d2-lam-x-t3,4/22/13 21:58,505.7166667
stn4-d2-pul-1-t0,4/1/13 20:15,0
stn4-d2-pul-1-t1,4/6/13 21:42,121.45
stn4-d2-pul-1-t2,4/13/13 22:04,289.8166667
stn4-d2-pul-1-t3,4/22/13 21:58,505.7166667
stn4-d2-pul-2-t0,4/1/13 20:15,0
stn4-d2-pul-2-t1,4/6/13 21:42,121.45
stn4-d2-pul-2-t2,4/13/13 22:04,289.8166667
stn4-d2-pul-2-t3,4/22/13 21:58,505.7166667
stn4-d2-pul-3-t0,4/1/13 20:15,0
stn4-d2-pul-3-t1,4/6/13 21:42,121.45
stn4-d2-pul-3-t2,4/13/13 22:04,289.8166667
stn4-d2-pul-3-t3,4/22/13 21:58,505.7166667
stn4-d2-pul-x-t0,4/1/13 20:15,0
stn4-d2-pul-x-t1,4/6/13 21:42,121.45
stn4-d2-pul-x-t2,4/13/13 22:04,289.8166667
stn4-d2-pul-x-t3,4/22/13 21:58,505.7166667
stn4-d2-xyl-1-t0,4/1/13 20:15,0
stn4-d2-xyl-1-t1,4/6/13 21:42,121.45
stn4-d2-xyl-1-t2,4/13/13 22:04,289.8166667
stn4-d2-xyl-1-t3,4/22/13 21:58,505.7166667
stn4-d2-xyl-2-t0,4/1/13 20:15,0
stn4-d2-xyl-2-t1,4/6/13 21:42,121.45
stn4-d2-xyl-2-t2,4/13/13 22:04,289.8166667
stn4-d2-xyl-2-t3,4/22/13 21:58,505.7166667
stn4-d2-xyl-3-t0,4/1/13 20:15,0
stn4-d2-xyl-3-t1,4/6/13 21:42,121.45
stn4-d2-xyl-3-t2,4/13/13 22:04,289.8166667
stn4-d2-xyl-3-t3,4/22/13 21:58,505.7166667
stn4-d2-xyl-x-t0,4/1/13 20:15,0
stn4-d2-xyl-x-t1,4/6/13 21:42,121.45
stn4-d2-xyl-x-t2,4/13/13 22:04,289.8166667
stn4-d2-xyl-x-t3,4/22/13 21:58,505.7166667
stn4-d3-fuc-1-t0,4/1/13 21:06,0
stn4-d3-fuc-1-t1,4/6/13 22:19,121.2166667
stn4-d3-fuc-1-t2,4/13/13 23:30,290.4
stn4-d3-fuc-1-t3,4/22/13 22:35,505.4833333
stn4-d3-fuc-2-t0,4/1/13 21:06,0
stn4-d3-fuc-2-t1,4/6/13 22:19,121.2166667
stn4-d3-fuc-2-t2,4/13/13 23:30,290.4
stn4-d3-fuc-2-t3,4/22/13 22:35,505.4833333
stn4-d3-fuc-3-t0,4/1/13 21:06,0
stn4-d3-fuc-3-t1,4/6/13 22:19,121.2166667
stn4-d3-fuc-3-t2,4/13/13 23:30,290.4
stn4-d3-fuc-3-t3,4/22/13 22:35,505.4833333
stn4-d3-fuc-x-t0,4/1/13 21:06,0
stn4-d3-fuc-x-t1,4/6/13 22:19,121.2166667
stn4-d3-fuc-x-t2,4/13/13 23:30,290.4
stn4-d3-fuc-x-t3,4/22/13 22:35,505.4833333
stn4-d3-ara-1-t0,4/1/13 21:06,0
stn4-d3-ara-1-t1,4/6/13 22:19,121.2166667
stn4-d3-ara-1-t2,4/13/13 23:30,290.4
stn4-d3-ara-1-t3,4/22/13 22:35,505.4833333
stn4-d3-ara-2-t0,4/1/13 21:06,0
stn4-d3-ara-2-t1,4/6/13 22:19,121.2166667
stn4-d3-ara-2-t2,4/13/13 23:30,290.4
stn4-d3-ara-2-t3,4/22/13 22:35,505.4833333
stn4-d3-ara-3-t0,4/1/13 21:06,0
stn4-d3-ara-3-t1,4/6/13 22:19,121.2166667
stn4-d3-ara-3-t2,4/13/13 23:30,290.4
stn4-d3-ara-3-t3,4/22/13 22:35,505.4833333
stn4-d3-ara-x-t0,4/1/13 21:06,0
stn4-d3-ara-x-t1,4/6/13 22:19,121.2166667
stn4-d3-ara-x-t2,4/13/13 23:30,290.4
stn4-d3-ara-x-t3,4/22/13 22:35,505.4833333
stn4-d3-chon-1-t0,4/1/13 21:06,0
stn4-d3-chon-1-t1,4/6/13 22:19,121.2166667
stn4-d3-chon-1-t2,4/13/13 23:30,290.4
stn4-d3-chon-1-t3,4/22/13 22:35,505.4833333
stn4-d3-chon-2-t0,4/1/13 21:06,0
stn4-d3-chon-2-t1,4/6/13 22:19,121.2166667
stn4-d3-chon-2-t2,4/13/13 23:30,290.4
stn4-d3-chon-2-t3,4/22/13 22:35,505.4833333
stn4-d3-chon-3-t0,4/1/13 21:06,0
stn4-d3-chon-3-t1,4/6/13 22:19,121.2166667
stn4-d3-chon-3-t2,4/13/13 23:30,290.4
stn4-d3-chon-3-t3,4/22/13 22:35,505.4833333
stn4-d3-chon-x-t0,4/1/13 21:06,0
stn4-d3-chon-x-t1,4/6/13 22:19,121.2166667
stn4-d3-chon-x-t2,4/13/13 23:30,290.4
stn4-d3-chon-x-t3,4/22/13 22:35,505.4833333
stn4-d3-lam-1-t0,4/1/13 21:06,0
stn4-d3-lam-1-t1,4/6/13 22:19,121.2166667
stn4-d3-lam-1-t2,4/13/13 23:30,290.4
stn4-d3-lam-1-t3,4/22/13 22:35,505.4833333
stn4-d3-lam-2-t0,4/1/13 21:06,0
stn4-d3-lam-2-t1,4/6/13 22:19,121.2166667
stn4-d3-lam-2-t2,4/13/13 23:30,290.4
stn4-d3-lam-2-t3,4/22/13 22:35,505.4833333
stn4-d3-lam-3-t0,4/1/13 21:06,0
stn4-d3-lam-3-t1,4/6/13 22:19,121.2166667
stn4-d3-lam-3-t2,4/13/13 23:30,290.4
stn4-d3-lam-3-t3,4/22/13 22:35,505.4833333
stn4-d3-lam-x-t0,4/1/13 21:06,0
stn4-d3-lam-x-t1,4/6/13 22:19,121.2166667
stn4-d3-lam-x-t2,4/13/13 23:30,290.4
stn4-d3-lam-x-t3,4/22/13 22:35,505.4833333
stn4-d3-pul-1-t0,4/1/13 21:06,0
stn4-d3-pul-1-t1,4/6/13 22:19,121.2166667
stn4-d3-pul-1-t2,4/13/13 23:30,290.4
stn4-d3-pul-1-t3,4/22/13 22:35,505.4833333
stn4-d3-pul-2-t0,4/1/13 21:06,0
stn4-d3-pul-2-t1,4/6/13 22:19,121.2166667
stn4-d3-pul-2-t2,4/13/13 23:30,290.4
stn4-d3-pul-2-t3,4/22/13 22:35,505.4833333
stn4-d3-pul-3-t0,4/1/13 21:06,0
stn4-d3-pul-3-t1,4/6/13 22:19,121.2166667
stn4-d3-pul-3-t2,4/13/13 23:30,290.4
stn4-d3-pul-3-t3,4/22/13 22:35,505.4833333
stn4-d3-pul-x-t0,4/1/13 21:06,0
stn4-d3-pul-x-t1,4/6/13 22:19,121.2166667
stn4-d3-pul-x-t2,4/13/13 23:30,290.4
stn4-d3-pul-x-t3,4/22/13 22:35,505.4833333
stn4-d3-xyl-1-t0,4/1/13 21:06,0
